Postcode,In Use?,Latitude,Population,Longitude,Postcode district,Postcode area,Average Income,LSOA code,County
BR5 2FB,Yes,51.399366,,0.104612,BR5,BR,45000,E01000730,Greater London
BR5 2FD,Yes,51.406452,18,0.104621,BR5,BR,45000,E01000729,Greater London
BR5 2HL,Yes,51.394506,69,0.096296,BR5,BR,51400,E01000731,Greater London
BR5 2JH,Yes,51.402868,98,0.110898,BR5,BR,45000,E01000738,Greater London
BR5 2LA,Yes,51.406283,18,0.102543,BR5,BR,52000,E01000737,Greater London
BR5 2RL,Yes,51.406023,42,0.096952,BR5,BR,52000,E01000736,Greater London
BR5 2SP,Yes,51.401379,6,0.090643,BR5,BR,52000,E01000698,Greater London
BR5 3EH,Yes,51.3962,62,0.113609,BR5,BR,46600,E01000719,Greater London
BR5 3EY,Yes,51.400588,59,0.115666,BR5,BR,46600,E01000728,Greater London
BR5 3FJ,Yes,51.392623,,0.115989,BR5,BR,46600,E01000721,Greater London
BR5 3LN,Yes,51.394776,102,0.122744,BR5,BR,46600,E01000720,Greater London
BR5 3XJ,Yes,51.37683,,0.099164,BR5,BR,60600,E01000790,Greater London
BR5 4AP,Yes,51.386605,27,0.114576,BR5,BR,52400,E01000726,Greater London
BR5 4AY,Yes,51.390794,71,0.115186,BR5,BR,46600,E01000724,Greater London
BR5 4EA,Yes,51.381171,56,0.118191,BR5,BR,52400,E01000723,Greater London
BR5 4FG,Yes,51.374565,,0.119984,BR5,BR,55400,E01000792,Greater London
BR5 4FH,Yes,51.37533,,0.118439,BR5,BR,55400,E01000789,Greater London
BR5 4HB,Yes,51.369232,15,0.136792,BR5,BR,60000,E01000680,Greater London
BR5 4JD,Yes,51.382758,52,0.109498,BR5,BR,52400,E01000787,Greater London
BR5 4LA,Yes,51.377152,59,0.110203,BR5,BR,52400,E01000791,Greater London
BR5 4PR,Yes,51.372303,74,0.120742,BR5,BR,55400,E01000786,Greater London
BR6 0AA,Yes,51.374644,86,0.093075,BR6,BR,60600,E01000814,Greater London
BR6 0AH,Yes,51.377381,35,0.090872,BR6,BR,60600,E01000812,Greater London
BR6 0FA,Yes,51.379881,,0.103976,BR6,BR,52400,E01000788,Greater London
BR6 0QW,Yes,51.371388,59,0.107653,BR6,BR,55400,E01000793,Greater London
BR6 0SN,Yes,51.368193,21,0.093757,BR6,BR,67800,E01000794,Greater London
BR6 6AA,Yes,51.352043,17,0.090219,BR6,BR,60000,E01000687,Greater London
BR6 6AP,Yes,51.350266,44,0.099,BR6,BR,60000,E01000688,Greater London
BR6 6BF,Yes,51.3566,36,0.087268,BR6,BR,60000,E01000686,Greater London
BR6 6BN,Yes,51.350632,43,0.086651,BR6,BR,51000,E01000749,Greater London
BR6 6ED,Yes,51.355586,47,0.100192,BR6,BR,60000,E01000685,Greater London
BR6 6EH,Yes,51.356928,25,0.099104,BR6,BR,67800,E01000684,Greater London
BR6 7AA,Yes,51.366728,7,0.060763,BR6,BR,51000,E01000751,Greater London
BR6 7AU,Yes,51.361325,125,0.066351,BR6,BR,51000,E01000750,Greater London
BR6 7AY,Yes,51.359279,22,0.073112,BR6,BR,51000,E01000752,Greater London
BR6 8AG,Yes,51.370501,81,0.079768,BR6,BR,71300,E01000757,Greater London
BR6 8AL,Yes,51.371354,22,0.080884,BR6,BR,71300,E01000758,Greater London
BR6 8ES,Yes,51.371094,42,0.060988,BR6,BR,61600,E01000756,Greater London
BR6 9BF,Yes,51.364588,36,0.108734,BR6,BR,55400,E01000795,Greater London
BR6 9JT,Yes,51.366272,,0.091544,BR6,BR,67800,E01000683,Greater London
BR6 9JZ,Yes,51.362141,73,0.090192,BR6,BR,67800,E01000682,Greater London
BR6 9PB,Yes,51.36407,90,0.082881,BR6,BR,67800,E01000681,Greater London
BR7 5AB,Yes,51.416787,5,0.068691,BR7,BR,72400,E01000696,Greater London
BR7 5AE,Yes,51.417493,11,0.067889,BR7,BR,60500,E01000692,Greater London
BR7 5BF,Yes,51.414762,89,0.050324,BR7,BR,72400,E01000694,Greater London
BR7 5BG,Yes,51.41868,69,0.064293,BR7,BR,72400,E01000695,Greater London
BR7 5EN,Yes,51.425513,34,0.052632,BR7,BR,47400,E01000783,Greater London
BR7 5EW,Yes,51.426915,54,0.054234,BR7,BR,60500,E01000784,Greater London
BR7 5FT,Yes,51.409334,,0.077687,BR7,BR,52000,E01000693,Greater London
BR7 5HQ,Yes,51.4103,12,0.062218,BR7,BR,72400,E01000697,Greater London
BR7 5XS,Yes,51.423347,63,0.048954,BR7,BR,47400,E01000785,Greater London
BR7 6AT,Yes,51.422378,47,0.067293,BR7,BR,60500,E01000690,Greater London
BR7 6AU,Yes,51.424202,13,0.066857,BR7,BR,60500,E01000691,Greater London
BR7 6DN,Yes,51.42511,71,0.061749,BR7,BR,60400,E01001596,Greater London
BR7 6GL,Yes,51.422634,5,0.082292,BR7,BR,60500,E01000689,Greater London
CB10 1AA,Yes,52.021525,35,0.23922,CB10,CB,51500,E01022076,Essex
CB10 1AJ,Yes,52.021339,67,0.236689,CB10,CB,61200,E01022075,Essex
CB10 1BD,Yes,52.02525,58,0.238563,CB10,CB,51500,E01022078,Essex
CB10 1FE,Yes,52.078612,,0.197521,CB10,CB,61200,E01022094,Essex
CB10 1FH,Yes,52.023366,,0.243612,CB10,CB,51500,E01022079,Essex
CB10 1LL,Yes,52.022829,8,0.24436,CB10,CB,51500,E01022081,Essex
CB10 1RR,Yes,52.029622,10,0.230428,CB10,CB,61200,E01022077,Essex
CB10 1UF,Yes,52.040599,5,0.214918,CB10,CB,58300,E01022071,Essex
CB10 1XQ,Yes,52.065328,16,0.283257,CB10,CB,61200,E01022057,Essex
CB10 2FN,Yes,51.977821,,0.403367,CB10,CB,55300,E01022097,Essex
CB10 2FW,Yes,51.993676,,0.316726,CB10,CB,55300,E01022099,Essex
CB10 2FY,Yes,52.01327,,0.256179,CB10,CB,51500,E01022082,Essex
CB11 3BQ,Yes,51.97629,45,0.214105,CB11,CB,58300,E01022072,Essex
CB11 3DD,Yes,51.986737,29,0.208998,CB11,CB,58300,E01022073,Essex
CB11 3UE,Yes,51.979996,14,0.199693,CB11,CB,58300,E01022061,Essex
CB11 3XP,Yes,51.95183,32,0.217513,CB11,CB,58800,E01022083,Essex
CB11 3XR,Yes,51.950006,18,0.23123,CB11,CB,58800,E01022062,Essex
CB11 4AP,Yes,52.012642,71,0.24102,CB11,CB,51500,E01022074,Essex
CB11 4AT,Yes,52.009762,89,0.242059,CB11,CB,51500,E01022080,Essex
CB11 4FF,Yes,51.998094,19,0.107436,CB11,CB,58300,E01022098,Essex
CB9 7AB,Yes,52.060566,33,0.427298,CB9,CB,47700,E01021375,Essex
CB9 7BL,Yes,52.052326,18,0.44612,CB9,CB,47700,E01021376,Essex
CM0 7AA,Yes,51.66247,28,0.829465,CM0,CM,43500,E01021906,Essex
CM0 7AB,Yes,51.663645,100,0.82883,CM0,CM,43500,E01021905,Essex
CM0 7AL,Yes,51.664021,167,0.823286,CM0,CM,43500,E01021904,Essex
CM0 7AT,Yes,51.692519,15,0.881527,CM0,CM,43500,E01021907,Essex
CM0 7GR,Yes,51.713041,62,0.832839,CM0,CM,43500,E01021901,Essex
CM0 8AA,Yes,51.625502,63,0.819015,CM0,CM,43800,E01021880,Essex
CM0 8AB,Yes,51.623338,2,0.827593,CM0,CM,43800,E01021879,Essex
CM0 8AE,Yes,51.632562,51,0.816908,CM0,CM,43800,E01021878,Essex
CM0 8BL,Yes,51.632508,,0.809665,CM0,CM,43800,E01021881,Essex
CM0 8BS,Yes,51.633072,17,0.818139,CM0,CM,43800,E01033057,Essex
CM1 1AE,Yes,51.734404,,0.462755,CM1,CM,51600,E01033139,Essex
CM1 1AF,Yes,51.738234,,0.472697,CM1,CM,51600,E01021574,Essex
CM1 1AH,Yes,51.736169,,0.472197,CM1,CM,51600,E01033141,Essex
CM1 1BA,Yes,51.734712,,0.473479,CM1,CM,51600,E01033140,Essex
CM1 1BB,Yes,51.742492,,0.500602,CM1,CM,55100,E01021544,Essex
CM1 1QT,Yes,51.743289,,0.471351,CM1,CM,40000,E01021592,Essex
CM1 1RB,Yes,51.743787,,0.474188,CM1,CM,57800,E01021622,Essex
CM1 1RT,Yes,51.746283,22,0.466675,CM1,CM,59100,E01021591,Essex
CM1 1RY,Yes,51.742004,44,0.466257,CM1,CM,51600,E01021573,Essex
CM1 2AA,Yes,51.740875,53,0.456621,CM1,CM,51600,E01021575,Essex
CM1 2AL,Yes,51.745429,17,0.45949,CM1,CM,40000,E01021576,Essex
CM1 2BH,Yes,51.744995,64,0.454439,CM1,CM,51600,E01021599,Essex
CM1 2BP,Yes,51.746148,18,0.454763,CM1,CM,40000,E01021596,Essex
CM1 2DL,Yes,51.746004,114,0.44528,CM1,CM,46500,E01021598,Essex
CM1 2DT,Yes,51.748249,30,0.443692,CM1,CM,46500,E01021597,Essex
CM1 2EH,Yes,51.751262,122,0.451896,CM1,CM,46500,E01021601,Essex
CM1 2FU,Yes,51.7341,,0.453208,CM1,CM,48400,E01021632,Essex
CM1 2HS,Yes,51.751453,73,0.440547,CM1,CM,46500,E01021600,Essex
CM1 2NS,Yes,51.739876,31,0.440285,CM1,CM,48400,E01021634,Essex
CM1 2QE,Yes,51.729127,,0.457109,CM1,CM,51600,E01033138,Essex
CM1 2TE,Yes,51.728176,83,0.452369,CM1,CM,51600,E01021631,Essex
CM1 3AX,Yes,51.728809,6,0.412561,CM1,CM,48400,E01021635,Essex
CM1 3DT,Yes,51.730026,56,0.426384,CM1,CM,48400,E01021633,Essex
CM1 3EZ,Yes,51.728263,66,0.430883,CM1,CM,48400,E01021636,Essex
CM1 3FF,Yes,51.71405,,0.390324,CM1,CM,48400,E01021551,Essex
CM1 4AA,Yes,51.756136,54,0.467734,CM1,CM,40000,E01021588,Essex
CM1 4AS,Yes,51.757694,83,0.468982,CM1,CM,59100,E01021542,Essex
CM1 4AY,Yes,51.753459,56,0.468925,CM1,CM,59100,E01021587,Essex
CM1 4BB,Yes,51.783297,,0.361213,CM1,CM,46500,E01021550,Essex
CM1 4BL,Yes,51.752866,113,0.465411,CM1,CM,40000,E01021589,Essex
CM1 4BX,Yes,51.755599,4,0.46159,CM1,CM,59100,E01021590,Essex
CM1 4FR,Yes,51.806211,,0.34602,CM1,CM,54400,E01022058,Essex
CM1 4PS,Yes,51.769924,8,0.346544,CM1,CM,53900,E01022096,Essex
CM1 4TL,Yes,51.791455,7,0.410875,CM1,CM,52500,E01021540,Essex
CM1 6AF,Yes,51.752407,52,0.485139,CM1,CM,53300,E01021623,Essex
CM1 6AG,Yes,51.758762,113,0.502631,CM1,CM,55100,E01033144,Essex
CM1 6AN,Yes,51.76022,,0.500915,CM1,CM,53300,E01021616,Essex
CM1 6BQ,Yes,51.765273,,0.49709,CM1,CM,52500,E01021541,Essex
CM1 6EH,Yes,51.75593,,0.495371,CM1,CM,53300,E01021620,Essex
CM1 6EY,Yes,51.768511,,0.512285,CM1,CM,55100,E01021537,Essex
CM1 6FA,Yes,51.757448,31,0.490444,CM1,CM,53300,E01021617,Essex
CM1 6FL,Yes,51.756223,104,0.49897,CM1,CM,53300,E01021619,Essex
CM1 6FP,Yes,51.75397,61,0.503004,CM1,CM,57800,E01021618,Essex
CM1 6FY,Yes,51.750752,22,0.499972,CM1,CM,57800,E01021621,Essex
CM1 6HU,Yes,51.744947,34,0.492581,CM1,CM,57800,E01021625,Essex
CM1 6JE,Yes,51.748914,31,0.492539,CM1,CM,53300,E01021624,Essex
CM1 7AA,Yes,51.758343,21,0.47397,CM1,CM,59100,E01021543,Essex
CM1 7FE,Yes,51.740414,,0.488377,CM1,CM,57800,E01021626,Essex
CM1 7FU,Yes,51.738557,,0.48423,CM1,CM,51600,E01021627,Essex
CM1 7QY,Yes,51.740845,18,0.486286,CM1,CM,55100,E01021628,Essex
CM1 9SX,Yes,51.679059,,0.4649,CM1,CM,49400,E01033143,Essex
CM11 1AA,Yes,51.634313,60,0.426925,CM11,CM,56800,E01021239,Essex
CM11 1AE,Yes,51.629241,31,0.423013,CM11,CM,56800,E01021240,Essex
CM11 1BA,Yes,51.637048,,0.433558,CM11,CM,63300,E01021237,Essex
CM11 1DJ,Yes,51.645422,35,0.434397,CM11,CM,63300,E01021238,Essex
CM11 1ET,Yes,51.629352,104,0.441529,CM11,CM,63300,E01021242,Essex
CM11 1HJ,Yes,51.636632,25,0.473513,CM11,CM,49400,E01021604,Essex
CM11 1NP,Yes,51.623781,7,0.471556,CM11,CM,47300,E01021264,Essex
CM11 1RG,Yes,51.609509,9,0.486438,CM11,CM,49200,E01021260,Essex
CM11 1WW,Yes,51.622864,,0.41672,CM11,CM,55500,E01021244,Essex
CM11 2BN,Yes,51.624615,18,0.42684,CM11,CM,56800,E01021243,Essex
CM11 2EN,Yes,51.605107,,0.425194,CM11,CM,49200,E01021254,Essex
CM11 2HB,Yes,51.626501,92,0.433732,CM11,CM,56800,E01021241,Essex
CM11 2JB,Yes,51.614153,53,0.431584,CM11,CM,55500,E01021258,Essex
CM11 2NZ,Yes,51.616372,92,0.42825,CM11,CM,55500,E01021255,Essex
CM11 2PB,Yes,51.616061,89,0.434979,CM11,CM,49200,E01021257,Essex
CM11 2PR,Yes,51.612783,34,0.434342,CM11,CM,49200,E01021259,Essex
CM12 0AA,Yes,51.629175,26,0.419006,CM12,CM,56800,E01021247,Essex
CM12 0BT,Yes,51.631244,,0.411776,CM12,CM,55700,E01021246,Essex
CM12 0EL,Yes,51.633028,29,0.405064,CM12,CM,55700,E01021249,Essex
CM12 0EZ,Yes,51.636765,26,0.400001,CM12,CM,55700,E01021245,Essex
CM12 0FA,Yes,51.643908,103,0.423677,CM12,CM,63300,E01021250,Essex
CM12 0FD,Yes,51.644244,139,0.427687,CM12,CM,63300,E01021251,Essex
CM12 0GE,Yes,51.640636,30,0.411609,CM12,CM,55700,E01021252,Essex
CM12 0GP,Yes,51.636981,,0.413583,CM12,CM,55700,E01021248,Essex
CM12 9BE,Yes,51.627825,3,0.418848,CM12,CM,55500,E01021253,Essex
CM12 9NF,Yes,51.621111,99,0.407294,CM12,CM,55500,E01021256,Essex
CM12 9SL,Yes,51.59914,13,0.38063,CM12,CM,60900,E01021445,Essex
CM12 9TY,Yes,51.587425,22,0.401947,CM12,CM,44600,E01021261,Essex
CM13 1AB,Yes,51.631703,35,0.333201,CM13,CM,72000,E01021447,Essex
CM13 1AG,Yes,51.633068,84,0.334167,CM13,CM,72000,E01021453,Essex
CM13 1BP,Yes,51.633202,95,0.349407,CM13,CM,51700,E01021451,Essex
CM13 1BS,Yes,51.634055,19,0.353655,CM13,CM,51700,E01021450,Essex
CM13 1EA,Yes,51.636038,78,0.341143,CM13,CM,51700,E01021452,Essex
CM13 1LX,Yes,51.632182,98,0.347779,CM13,CM,51700,E01021448,Essex
CM13 1NR,Yes,51.631818,44,0.357123,CM13,CM,51700,E01021449,Essex
CM13 1UG,Yes,51.652659,2,0.360517,CM13,CM,56300,E01021460,Essex
CM13 2AA,Yes,51.612773,75,0.318928,CM13,CM,53400,E01021435,Essex
CM13 2AR,Yes,51.611438,34,0.327772,CM13,CM,53400,E01021437,Essex
CM13 2FD,Yes,51.610667,,0.315556,CM13,CM,53400,E01021474,Essex
CM13 2HD,Yes,51.616878,12,0.33549,CM13,CM,60900,E01021454,Essex
CM13 2HT,Yes,51.619829,12,0.338328,CM13,CM,60900,E01021456,Essex
CM13 2JG,Yes,51.625248,50,0.327497,CM13,CM,72000,E01021455,Essex
CM13 2JY,Yes,51.620399,,0.303583,CM13,CM,58900,E01021436,Essex
CM13 3AA,Yes,51.603068,46,0.29446,CM13,CM,53400,E01021472,Essex
CM13 3AB,Yes,51.601915,34,0.293508,CM13,CM,53400,E01021473,Essex
CM13 3ED,Yes,51.568885,,0.332798,CM13,CM,60900,E01021446,Essex
CM13 3EL,Yes,51.566068,4,0.330201,CM13,CM,57200,E01015978,Essex
CM13 3GE,Yes,51.569921,,0.393419,CM13,CM,44900,E01021277,Essex
CM13 3JA,Yes,51.58931,19,0.266958,CM13,CM,57100,E01002296,Greater London
CM14 4AF,Yes,51.620359,,0.301515,CM14,CM,58900,E01021433,Essex
CM14 4AH,Yes,51.614151,,0.293186,CM14,CM,58900,E01033063,Essex
CM14 4AQ,Yes,51.614597,89,0.296603,CM14,CM,58900,E01021439,Essex
CM14 4EZ,Yes,51.626841,,0.293594,CM14,CM,50800,E01021432,Essex
CM14 4GH,Yes,51.613387,,0.287801,CM14,CM,56700,E01021438,Essex
CM14 4GN,Yes,51.625243,,0.295797,CM14,CM,50800,E01021434,Essex
CM14 4NP,Yes,51.612984,22,0.277397,CM14,CM,56700,E01021468,Essex
CM14 4XW,Yes,51.625674,35,0.299503,CM14,CM,50800,E01021431,Essex
CM14 5AU,Yes,51.608225,125,0.303777,CM14,CM,58900,E01021475,Essex
CM14 5EE,Yes,51.613191,26,0.297702,CM14,CM,58900,E01033064,Essex
CM14 5FQ,Yes,51.664503,,0.254353,CM14,CM,52900,E01021443,Essex
CM14 5NG,Yes,51.609021,8,0.260054,CM14,CM,47300,E01002277,Greater London
CM14 5PZ,Yes,51.64813,17,0.264946,CM14,CM,56700,E01021463,Essex
CM14 5TA,Yes,51.653907,13,0.263846,CM14,CM,52900,E01021444,Essex
CM15 0BA,Yes,51.664347,77,0.277815,CM15,CM,52900,E01021441,Essex
CM15 0DR,Yes,51.674945,3,0.29054,CM15,CM,52900,E01021470,Essex
CM15 0DS,Yes,51.674701,42,0.292481,CM15,CM,52900,E01021471,Essex
CM15 0ES,Yes,51.687014,2,0.293061,CM15,CM,51600,E01021769,Essex
CM15 0NB,Yes,51.667554,86,0.301534,CM15,CM,52900,E01021442,Essex
CM15 0QE,Yes,51.66604,5,0.314473,CM15,CM,52900,E01021469,Essex
CM15 0SB,Yes,51.640821,22,0.302276,CM15,CM,56700,E01021462,Essex
CM15 0SF,Yes,51.648877,7,0.32246,CM15,CM,72000,E01021467,Essex
CM15 8BD,Yes,51.623334,3,0.311649,CM15,CM,72000,E01021466,Essex
CM15 8EZ,Yes,51.630031,13,0.319852,CM15,CM,72000,E01021465,Essex
CM15 9HT,Yes,51.630854,38,0.292278,CM15,CM,50800,E01021464,Essex
CM15 9LU,Yes,51.637326,112,0.291535,CM15,CM,50800,E01021461,Essex
CM16 4AA,Yes,51.700005,,0.112977,CM16,CM,58800,E01021757,Essex
CM16 4AB,Yes,51.695252,23,0.105532,CM16,CM,58800,E01021758,Essex
CM16 4AY,Yes,51.695211,20,0.104028,CM16,CM,55900,E01021763,Essex
CM16 4BA,Yes,51.696556,31,0.107288,CM16,CM,55900,E01021762,Essex
CM16 4DJ,Yes,51.688885,5,0.087875,CM16,CM,52900,E01021741,Essex
CM16 4ED,Yes,51.687449,29,0.094568,CM16,CM,55400,E01021804,Essex
CM16 4EP,Yes,51.688863,110,0.106263,CM16,CM,58800,E01021759,Essex
CM16 4PX,Yes,51.700598,67,0.118026,CM16,CM,58800,E01021756,Essex
CM16 4QE,Yes,51.702599,6,0.11825,CM16,CM,55900,E01021761,Essex
CM16 4RF,Yes,51.70302,52,0.11484,CM16,CM,55900,E01021760,Essex
CM16 5HP,Yes,51.675893,6,0.059017,CM16,CM,45700,E01021806,Essex
CM16 6AA,Yes,51.714876,,0.155013,CM16,CM,51600,E01021799,Essex
CM16 6AD,Yes,51.707474,,0.162147,CM16,CM,51600,E01021800,Essex
CM16 6AL,Yes,51.724559,16,0.167376,CM16,CM,51600,E01021797,Essex
CM16 6AT,Yes,51.737712,9,0.187907,CM16,CM,51600,E01021796,Essex
CM16 6BA,Yes,51.719156,15,0.177674,CM16,CM,51600,E01021798,Essex
CM16 7DH,Yes,51.673673,35,0.098546,CM16,CM,55400,E01021805,Essex
CM16 7JJ,Yes,51.671073,49,0.094087,CM16,CM,55400,E01021803,Essex
CM17 0AA,Yes,51.783171,4,0.132258,CM17,CM,53200,E01021855,Essex
CM17 0AB,Yes,51.783058,7,0.131021,CM17,CM,53200,E01021856,Essex
CM17 0DR,Yes,51.783664,24,0.137284,CM17,CM,53200,E01021857,Essex
CM17 0EA,Yes,51.785262,110,0.144319,CM17,CM,53200,E01021854,Essex
CM17 0FB,Yes,51.77942,28,0.189056,CM17,CM,51600,E01021768,Essex
CM17 0JP,Yes,51.788234,35,0.156754,CM17,CM,51600,E01021795,Essex
CM17 0RP,Yes,51.788605,16,0.240758,CM17,CM,53900,E01022070,Essex
CM17 9AA,Yes,51.763133,111,0.126937,CM17,CM,41200,E01021836,Essex
CM17 9AB,Yes,51.762274,45,0.13165,CM17,CM,41200,E01021834,Essex
CM17 9AH,Yes,51.758231,1,0.132967,CM17,CM,41200,E01021835,Essex
CM17 9DR,Yes,51.764649,233,0.141487,CM17,CM,58100,E01021826,Essex
CM17 9HF,Yes,51.765765,130,0.148829,CM17,CM,58100,E01021824,Essex
CM17 9HJ,Yes,51.759658,123,0.144931,CM17,CM,58100,E01021828,Essex
CM17 9HN,Yes,51.765531,24,0.128572,CM17,CM,58100,E01021827,Essex
CM17 9LW,Yes,51.762251,,0.14169,CM17,CM,58100,E01021825,Essex
CM18 6AA,Yes,51.764027,2,0.104108,CM18,CM,42500,E01021870,Essex
CM18 6BA,Yes,51.762324,67,0.10793,CM18,CM,42500,E01021820,Essex
CM18 6BE,Yes,51.763724,66,0.111618,CM18,CM,42500,E01021819,Essex
CM18 6DY,Yes,51.761554,71,0.12224,CM18,CM,41200,E01021821,Essex
CM18 6ET,Yes,51.760697,54,0.114418,CM18,CM,42500,E01021823,Essex
CM18 6FF,Yes,51.754126,73,0.099217,CM18,CM,40400,E01021871,Essex
CM18 6FJ,Yes,51.757364,,0.096496,CM18,CM,40400,E01021869,Essex
CM18 6PG,Yes,51.759768,31,0.108086,CM18,CM,42500,E01021822,Essex
CM18 6RR,Yes,51.759764,95,0.092696,CM18,CM,40400,E01021868,Essex
CM18 6WZ,Yes,51.771744,,0.093959,CM18,CM,40400,E01021872,Essex
CM18 6YJ,Yes,51.754515,,0.090365,CM18,CM,40400,E01021831,Essex
CM18 7AA,Yes,51.755823,88,0.118393,CM18,CM,41200,E01021837,Essex
CM18 7BH,Yes,51.75358,,0.107131,CM18,CM,45100,E01021861,Essex
CM18 7DL,Yes,51.752849,60,0.104125,CM18,CM,45100,E01021858,Essex
CM18 7DN,Yes,51.754403,60,0.115385,CM18,CM,45100,E01021838,Essex
CM18 7FN,Yes,51.747227,,0.099141,CM18,CM,45100,E01021860,Essex
CM18 7JD,Yes,51.745364,5,0.093363,CM18,CM,43400,E01021867,Essex
CM18 7LR,Yes,51.752231,,0.089347,CM18,CM,45100,E01021859,Essex
CM18 7PS,Yes,51.74682,9,0.087839,CM18,CM,43400,E01021862,Essex
CM19 4AD,Yes,51.768766,59,0.090112,CM19,CM,45400,E01021842,Essex
CM19 4BH,Yes,51.767353,30,0.08009,CM19,CM,45400,E01021841,Essex
CM19 4FG,Yes,51.750708,,0.083107,CM19,CM,43400,E01021863,Essex
CM19 4HA,Yes,51.760717,4,0.081553,CM19,CM,46300,E01021833,Essex
CM19 4HP,Yes,51.75423,45,0.081269,CM19,CM,46300,E01021830,Essex
CM19 4HT,Yes,51.760946,20,0.075724,CM19,CM,46300,E01021832,Essex
CM19 4QP,Yes,51.751539,36,0.081363,CM19,CM,43400,E01021864,Essex
CM19 4RT,Yes,51.743868,,0.081211,CM19,CM,43400,E01021866,Essex
CM19 5AA,Yes,51.768821,,0.070083,CM19,CM,45400,E01021840,Essex
CM19 5DA,Yes,51.763715,34,0.039852,CM19,CM,52900,E01021801,Essex
CM19 5EH,Yes,51.775772,8,0.036147,CM19,CM,51700,E01023504,Hertfordshire
CM19 5JS,Yes,51.748472,17,0.016751,CM19,CM,52900,E01021792,Essex
CM19 5NA,Yes,51.755166,105,0.069489,CM19,CM,46300,E01021829,Essex
CM19 5RA,Yes,51.75042,154,0.071445,CM19,CM,46300,E01021865,Essex
CM2 0AA,Yes,51.728346,13,0.466991,CM2,CM,51600,E01021582,Essex
CM2 0AH,Yes,51.725673,28,0.463659,CM2,CM,51600,E01021578,Essex
CM2 0DS,Yes,51.727173,47,0.473168,CM2,CM,58500,E01021579,Essex
CM2 0GB,Yes,51.725783,24,0.479377,CM2,CM,58500,E01021577,Essex
CM2 0JG,Yes,51.725107,16,0.465352,CM2,CM,58500,E01021580,Essex
CM2 5AN,Yes,51.745711,,0.518248,CM2,CM,55100,E01033142,Essex
CM2 6AB,Yes,51.736052,127,0.496437,CM2,CM,55100,E01021547,Essex
CM2 6DG,Yes,51.730711,22,0.490871,CM2,CM,55100,E01021629,Essex
CM2 6GQ,Yes,51.737998,48,0.511855,CM2,CM,55100,E01021545,Essex
CM2 6NS,Yes,51.732605,99,0.507964,CM2,CM,54500,E01021548,Essex
CM2 6PH,Yes,51.735899,230,0.501078,CM2,CM,55100,E01021546,Essex
CM2 7AA,Yes,51.711315,2,0.509782,CM2,CM,54500,E01021561,Essex
CM2 7AE,Yes,51.711385,17,0.515359,CM2,CM,54500,E01021571,Essex
CM2 7BL,Yes,51.718738,12,0.499088,CM2,CM,54500,E01021560,Essex
CM2 7EA,Yes,51.7207,50,0.4973,CM2,CM,54500,E01021564,Essex
CM2 7FH,Yes,51.722938,,0.488383,CM2,CM,46300,E01021563,Essex
CM2 7FP,Yes,51.71516,,0.503654,CM2,CM,46300,E01021562,Essex
CM2 7RY,Yes,51.718661,4,0.546093,CM2,CM,54100,E01021569,Essex
CM2 7SX,Yes,51.699859,23,0.499462,CM2,CM,49800,E01021555,Essex
CM2 8AA,Yes,51.712497,96,0.463739,CM2,CM,49800,E01021559,Essex
CM2 8AE,Yes,51.7118,71,0.46525,CM2,CM,52900,E01021558,Essex
CM2 8AH,Yes,51.713401,73,0.470781,CM2,CM,52900,E01021557,Essex
CM2 8BH,Yes,51.716798,63,0.460614,CM2,CM,58500,E01021556,Essex
CM2 8DA,Yes,51.698455,14,0.475303,CM2,CM,49800,E01021553,Essex
CM2 8DE,Yes,51.712211,8,0.49689,CM2,CM,46300,E01021566,Essex
CM2 8EF,Yes,51.715473,54,0.497431,CM2,CM,46300,E01021565,Essex
CM2 8FU,Yes,51.696402,,0.453976,CM2,CM,49800,E01021552,Essex
CM2 8JR,Yes,51.695195,3,0.466706,CM2,CM,49800,E01021554,Essex
CM2 8LU,Yes,51.7113,2,0.47873,CM2,CM,46300,E01033145,Essex
CM2 8TG,Yes,51.709212,9,0.442611,CM2,CM,49400,E01021602,Essex
CM2 9BY,Yes,51.719651,97,0.465663,CM2,CM,58500,E01021584,Essex
CM2 9DE,Yes,51.722084,,0.475565,CM2,CM,52900,E01021583,Essex
CM2 9DS,Yes,51.716597,12,0.47233,CM2,CM,52900,E01021586,Essex
CM2 9GB,Yes,51.721431,37,0.486176,CM2,CM,46300,E01033137,Essex
CM2 9JD,Yes,51.717537,62,0.478535,CM2,CM,52900,E01021585,Essex
CM20 1AS,Yes,51.778009,128,0.093743,CM20,CM,45400,E01021843,Essex
CM20 1AT,Yes,51.774337,10,0.082803,CM20,CM,45400,E01021839,Essex
CM20 2AA,Yes,51.782409,7,0.119549,CM20,CM,40700,E01021848,Essex
CM20 2AB,Yes,51.782077,,0.109486,CM20,CM,40700,E01021845,Essex
CM20 2BX,Yes,51.781697,,0.103251,CM20,CM,42200,E01021853,Essex
CM20 2FF,Yes,51.774115,,0.10084,CM20,CM,42200,E01021851,Essex
CM20 2FG,Yes,51.785345,2,0.095345,CM20,CM,57200,E01023492,Hertfordshire
CM20 2HE,Yes,51.795661,,0.135107,CM20,CM,53600,E01023500,Hertfordshire
CM20 2LR,Yes,51.779791,47,0.118239,CM20,CM,40700,E01021844,Essex
